 0.00000000e+00  1.79999642e+00  0.00000000e+00 
 1.00000000e-12  1.80049168e+00  1.80000000e-03 
 2.00000000e-12  1.80096678e+00  3.60000000e-03 
 4.00000000e-12  1.80187691e+00  7.20000000e-03 
 8.00000000e-12  1.80347701e+00  1.44000000e-02 
 1.60000000e-11  1.80596586e+00  2.88000000e-02 
 3.20000000e-11  1.80906066e+00  5.76000000e-02 
 6.40000000e-11  1.81168101e+00  1.15200000e-01 
 1.28000000e-10  1.81303921e+00  2.30400000e-01 
 2.28000000e-10  1.80950346e+00  4.10400000e-01 
 3.28000000e-10  1.77384813e+00  5.90400000e-01 
 4.28000000e-10  1.65449157e+00  7.70400000e-01 
 5.28000000e-10  1.25294245e+00  9.50400000e-01 
 6.28000000e-10  4.02167941e-01  1.13040000e+00 
 7.28000000e-10 -9.27526550e-03  1.31040000e+00 
 8.28000000e-10  1.95644261e-02  1.49040000e+00 
 9.28000000e-10  1.02872470e-03  1.67040000e+00 
 1.00000000e-09  6.99388503e-03  1.80000000e+00 
 1.01000000e-09  4.11369576e-03  1.80000000e+00 
 1.03000000e-09  7.27062834e-04  1.80000000e+00 
 1.07000000e-09 -1.22480667e-04  1.80000000e+00 
 1.15000000e-09  6.02301669e-05  1.80000000e+00 
 1.25000000e-09 -3.28097896e-05  1.80000000e+00 
 1.35000000e-09  1.94746483e-05  1.80000000e+00 
 1.45000000e-09 -9.95994340e-06  1.80000000e+00 
 1.55000000e-09  6.57334036e-06  1.80000000e+00 
 1.65000000e-09 -2.72640272e-06  1.80000000e+00 
 1.75000000e-09  2.48923002e-06  1.80000000e+00 
 1.85000000e-09 -4.32599995e-07  1.80000000e+00 
 1.95000000e-09  1.20873371e-06  1.80000000e+00 
 2.05000000e-09  2.89733960e-07  1.80000000e+00 
 2.15000000e-09  7.88881553e-07  1.80000000e+00 
 2.25000000e-09  5.12294646e-07  1.80000000e+00 
 2.35000000e-09  6.65203925e-07  1.80000000e+00 
 2.45000000e-09  5.81023020e-07  1.80000000e+00 
 2.55000000e-09  6.27011309e-07  1.80000000e+00 
 2.65000000e-09  6.02246812e-07  1.80000000e+00 
 2.75000000e-09  6.15217196e-07  1.80000000e+00 
 2.85000000e-09  6.08800808e-07  1.80000000e+00 
 2.95000000e-09  6.11575161e-07  1.80000000e+00 
 3.05000000e-09  6.10824651e-07  1.80000000e+00 
 3.15000000e-09  6.10450556e-07  1.80000000e+00 
 3.25000000e-09  6.11449546e-07  1.80000000e+00 
 3.35000000e-09  6.10103353e-07  1.80000000e+00 
 3.45000000e-09  6.11642433e-07  1.80000000e+00 
 3.55000000e-09  6.09996219e-07  1.80000000e+00 
 3.65000000e-09  6.11701914e-07  1.80000000e+00 
 3.75000000e-09  6.09963220e-07  1.80000000e+00 
 3.85000000e-09  6.11720197e-07  1.80000000e+00 
 3.95000000e-09  6.09953115e-07  1.80000000e+00 
 4.05000000e-09  6.11725758e-07  1.80000000e+00 
 4.15000000e-09  6.09950079e-07  1.80000000e+00 
 4.25000000e-09  6.11727391e-07  1.80000000e+00 
 4.35000000e-09  6.09949226e-07  1.80000000e+00 
 4.45000000e-09  6.11727810e-07  1.80000000e+00 
 4.55000000e-09  6.09949048e-07  1.80000000e+00 
 4.65000000e-09  6.11727855e-07  1.80000000e+00 
 4.75000000e-09  6.09949077e-07  1.80000000e+00 
 4.85000000e-09  6.11727784e-07  1.80000000e+00 
 4.95000000e-09  6.09949171e-07  1.80000000e+00 
 5.05000000e-09  6.11727677e-07  1.80000000e+00 
 5.15000000e-09  6.09949285e-07  1.80000000e+00 
 5.25000000e-09  6.11727559e-07  1.80000000e+00 
 5.35000000e-09  6.09949405e-07  1.80000000e+00 
 5.45000000e-09  6.11727438e-07  1.80000000e+00 
 5.55000000e-09  6.09949527e-07  1.80000000e+00 
 5.65000000e-09  6.11727316e-07  1.80000000e+00 
 5.75000000e-09  6.09949649e-07  1.80000000e+00 
 5.85000000e-09  6.11727194e-07  1.80000000e+00 
 5.95000000e-09  6.09949772e-07  1.80000000e+00 
 6.05000000e-09  6.11727071e-07  1.80000000e+00 
 6.15000000e-09  6.09949894e-07  1.80000000e+00 
 6.25000000e-09  6.11726949e-07  1.80000000e+00 
 6.35000000e-09  6.09950017e-07  1.80000000e+00 
 6.45000000e-09  6.11726826e-07  1.80000000e+00 
 6.55000000e-09  6.09950139e-07  1.80000000e+00 
 6.65000000e-09  6.11726703e-07  1.80000000e+00 
 6.75000000e-09  6.09950262e-07  1.80000000e+00 
 6.85000000e-09  6.11726581e-07  1.80000000e+00 
 6.95000000e-09  6.09950384e-07  1.80000000e+00 
 7.05000000e-09  6.11726458e-07  1.80000000e+00 
 7.15000000e-09  6.09950507e-07  1.80000000e+00 
 7.25000000e-09  6.11726336e-07  1.80000000e+00 
 7.35000000e-09  6.09950629e-07  1.80000000e+00 
 7.45000000e-09  6.11726213e-07  1.80000000e+00 
 7.55000000e-09  6.09950752e-07  1.80000000e+00 
 7.65000000e-09  6.11726091e-07  1.80000000e+00 
 7.75000000e-09  6.09950874e-07  1.80000000e+00 
 7.85000000e-09  6.11725969e-07  1.80000000e+00 
 7.95000000e-09  6.09950996e-07  1.80000000e+00 
 8.05000000e-09  6.11725846e-07  1.80000000e+00 
 8.15000000e-09  6.09951119e-07  1.80000000e+00 
 8.25000000e-09  6.11725724e-07  1.80000000e+00 
