 0.00000000e+00  0.00000000e+00  1.79999642e+00 
 1.00000000e-01  1.00000000e-01  1.80030567e+00 
 2.00000000e-01  2.00000000e-01  1.79996045e+00 
 3.00000000e-01  3.00000000e-01  1.79845740e+00 
 4.00000000e-01  4.00000000e-01  1.79186175e+00 
 5.00000000e-01  5.00000000e-01  1.76970529e+00 
 6.00000000e-01  6.00000000e-01  1.71916087e+00 
 7.00000000e-01  7.00000000e-01  1.61989385e+00 
 8.00000000e-01  8.00000000e-01  1.30672860e+00 
 9.00000000e-01  9.00000000e-01  2.29724875e-01 
 1.00000000e+00  1.00000000e+00  1.03827838e-01 
 1.10000000e+00  1.10000000e+00  4.79665074e-02 
 1.20000000e+00  1.20000000e+00  1.90334513e-02 
 1.30000000e+00  1.30000000e+00  5.76067830e-03 
 1.40000000e+00  1.40000000e+00  1.27784629e-03 
 1.50000000e+00  1.50000000e+00  2.26217353e-04 
 1.60000000e+00  1.60000000e+00  3.43399770e-05 
 1.70000000e+00  1.70000000e+00  4.67874625e-06 
 1.80000000e+00  1.80000000e+00  6.10837393e-07 
